label,file_path,height,width,channels
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana148.jpg,900,1200,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana145.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana158.jpg,1200,1200,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana154.jpg,1427,1900,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana146.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana16.jpg,270,540,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana147.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana142.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana156.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana152.jpg,201,251,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana159.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana141.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana160.jpg,153,328,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana15.jpg,1871,2560,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana140.jpg,159,318,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana150.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana144.jpg,275,183,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana168.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana179.jpg,1200,1200,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana175.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana178.jpg,270,540,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana177.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana162.jpg,167,301,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana167.jpg,1200,2400,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana173.jpg,330,388,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana163.jpg,700,700,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana166.jpg,168,299,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana172.jpg,500,500,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana161.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana17.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana174.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana180.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana18.jpg,720,1280,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana170.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana171.jpg,159,318,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana169.jpg,345,345,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana164.jpg,244,207,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana176.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana165.jpg,187,270,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana196.jpg,700,700,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana188.jpg,393,700,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana190.jpg,159,318,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana182.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana194.jpg,800,800,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana191.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana187.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana192.jpg,464,700,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana185.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana189.jpg,189,267,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana186.jpg,500,800,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana195.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana193.jpg,502,800,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana184.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana19.jpg,182,277,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana183.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana181.jpg,205,246,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana211.jpg,577,850,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana207.jpg,360,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana199.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana2.jpg,181,279,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana203.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana208.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana198.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana201.jpg,427,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana214.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana200.jpg,393,700,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana204.jpg,197,256,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana212.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana205.jpg,159,318,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana210.jpg,168,299,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana215.jpg,500,750,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana197.jpg,281,180,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana20.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana213.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana209.jpg,453,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana206.jpg,500,750,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana21.jpg,683,1024,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana202.jpg,185,273,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana220.jpg,184,274,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana221.jpg,643,965,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana232.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana230.jpg,159,318,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana226.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana228.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana224.jpg,314,236,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana23.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana219.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana217.jpg,205,246,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana222.jpg,600,722,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana234.jpg,900,1200,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana225.jpg,379,673,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana231.jpg,415,720,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana223.jpg,169,299,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana229.jpg,640,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana216.jpg,556,830,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana233.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana227.jpg,450,800,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana22.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana218.jpg,188,268,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana241.jpg,159,318,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana251.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana244.jpg,360,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana240.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana239.jpg,370,870,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana255.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana238.jpg,190,266,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana254.jpg,184,274,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana246.jpg,1044,1045,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana243.jpg,447,670,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana249.jpg,360,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana235.jpg,224,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana236.jpg,281,400,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana242.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana25.jpg,259,195,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana252.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana248.jpg,400,600,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana253.jpg,648,964,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana250.jpg,500,750,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana237.jpg,640,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana24.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana247.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana245.jpg,564,872,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana261.jpg,640,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana262.jpg,760,760,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana260.jpg,640,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana273.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana258.jpg,433,650,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana266.jpg,533,800,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana26.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana257.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana264.jpg,400,400,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana270.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana272.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana267.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana268.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana27.jpg,1520,1140,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana271.jpg,347,620,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana265.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana256.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana263.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana269.jpg,434,768,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana259.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana282.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana278.jpg,189,266,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana286.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana276.jpg,250,250,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana285.jpg,183,275,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana287.jpg,159,318,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana28.jpg,546,969,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana275.jpg,648,1155,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana274.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana281.jpg,263,350,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana279.jpg,866,1300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana289.jpg,1334,1334,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana29.jpg,1242,1242,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana277.jpg,1000,1000,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana290.jpg,640,640,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana280.jpg,512,910,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana291.jpg,178,282,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana288.jpg,195,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana283.jpg,190,266,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana284.jpg,194,259,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana307.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana293.jpg,311,162,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana297.jpg,668,1356,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana302.jpg,181,278,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana305.jpg,168,300,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana306.jpg,167,301,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana308.jpg,225,225,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana301.jpg,186,271,3
banana,/content/drive/MyDrive/INDIVIDUALES/ISMA/KOKAS/FRUTAS/train/banana/banana30.jpg,500,1000,3
